System,Type,RA,RA_err_up,RA_err_down,DEC,DEC_err_up,DEC_err_down,Tp,Tp_err_up,Tp_err_down,T0,T0_err_up,T0_err_down,OrbPer,OrbPer_err_up,OrbPer_err_down,a,a_err_up,a_err_down,incl,incl_err_up,incl_err_down,e,e_err_up,e_err_down,w,w_err_up,w_err_down,Distance,Distance_err_up,Distance_err_down,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,pmRA,pmRA_error,pmDEC,pmDEC_error,pm,pm_error,Age,Age_err_up,Age_err_down,V_gamma,V_gamma_err_up,V_gamma_err_down,Alternate Names,Reference,Notes
,,deg,deg,deg,deg,deg,deg,BJD-TDB,BJD-TDB,BJD-TDB,BJD-TDB,BJD-TDB,BJD-TDB,days,days,days,Rsol,Rsol,Rsol,deg,deg,deg,,,,deg,deg,deg,pc,pc,pc,pc,pc,pc,mas/yr,mas/yr,mas/yr,mas/yr,mas/yr,mas/yr,Gyr,Gyr,Gyr,km/s,km/s,km/s,,,
