pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
WASP-3 b,WASP-3,b,,,TIC 27848472,Gaia DR2 2095108312831835648,1,3,1,0,0,Transit,2007,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,2008-04,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.84683,0.000002,-0.000002,0,,,,,15.917,1.906,-1.906,0,1.42,0.17,-0.17,0,772.3269,168.4499,-168.4499,0,2.43,0.53,-0.53,0,,,,,,,,,,,,,,,,,772.3269,168.4499,-168.4499,0,2.43,0.53,-0.53,0,Mass,,,,,0,,,0,,,,,,,,,85.06,0.16,-0.16,0,,,,,,0,,,,,1.1,0.18,-0.18,0,,,,,5.18,0.35,-0.35,0,,,,,,,,,,,,,,,,,290.5,9.5,-9.5,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6400,100,-100,0,1.44,0.12,-0.12,0,1.62,0.53,-0.53,0,0,,,0,[Fe/H],,,,,4.25,0.05,-0.05,0,,,,,0.77,0.16,-0.16,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312,18.61112,64.17496,58.69469,283.57273,22.5756189,0.0489508,-0.0489508,-6.06885,0.0415104,-0.0415104,-21.7446,0.0494834,-0.0494834,231.161,1.648,-1.625,4.29737,0.0303966,-0.0303966,11.07,0.104,-0.104,10.632,0.007,-0.007,9.603,0.02,-0.02,9.407,0.014,-0.014,9.361,0.015,-0.015,,,,,,,,,,,,,,,,9.32,0.023,-0.023,9.338,0.021,-0.021,9.331,0.03,-0.03,8.875,0.37,-0.37,10.4525,0.000267,-0.000267,,,,10.1058,0.006,-0.006,,,,4/1/2019,2017-03,4/4/2019,4,32,3,0,6,0
WASP-3 b,WASP-3,b,,,TIC 27848472,Gaia DR2 2095108312831835648,0,3,1,0,0,Transit,2007,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,2008-04,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.405.1867S/abstract target=ref> Simpson et al. 2010 </a>,1.846835,0.000002,-0.000002,0,0.03151,0.0015,-0.000987,0,14.5,0.6,-0.8,0,1.29,0.05,-0.07,0,559.357,25.425,-44.494,0,1.76,0.08,-0.14,0,,,,,,,,,,,,,,,,,559.357,25.425,-44.494,0,1.76,0.08,-0.14,0,Mass,1.037,0.372,-0.12,0,0,,,0,,,,,,,,,84.93,1.32,-0.78,0,2454605.559,0.00023,-0.00023,0,HJD,0,,,,,1.026,0.029,-0.026,0,2.736,0.024,-0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,15,10,-9,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6352,103.22,-185.11,0,1.36,0.07,-0.07,0,1.26,0.18,-0.21,0,-0.04,0.1,-0.1,0,[M/H],0.434,0.019,-0.016,0,4.27,0.08,-0.11,0,,,,,0.7049,0.2275,-0.1221,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312,18.61112,64.17496,58.69469,283.57273,22.5756189,0.0489508,-0.0489508,-6.06885,0.0415104,-0.0415104,-21.7446,0.0494834,-0.0494834,231.161,1.648,-1.625,4.29737,0.0303966,-0.0303966,11.07,0.104,-0.104,10.632,0.007,-0.007,9.603,0.02,-0.02,9.407,0.014,-0.014,9.361,0.015,-0.015,,,,,,,,,,,,,,,,9.32,0.023,-0.023,9.338,0.021,-0.021,9.331,0.03,-0.03,8.875,0.37,-0.37,10.4525,0.000267,-0.000267,,,,10.1058,0.006,-0.006,,,,4/25/2018,2010-07,5/14/2014,4,32,3,0,6,0
WASP-3 b,WASP-3,b,,,TIC 27848472,Gaia DR2 2095108312831835648,0,3,1,0,0,Transit,2007,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,2008-04,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,1.846834,0.000002,-0.000002,0,0.0317,0.0005,-0.001,0,14.684,0.785,-1.569,0,1.31,0.07,-0.14,0,559.3808,25.4264,-44.4962,0,1.76,0.08,-0.14,0,,,,,,,,,,,,,,,,,559.3808,25.4264,-44.4962,0,1.76,0.08,-0.14,0,Mass,1.03,0.37,-0.12,0,,,,,,,,,1960,33,-76,0,84.4,2.1,-0.8,0,2454143.85,0.0004,-0.0003,0,BJD,0,0.505,0.051,-0.166,0,1.06,0.02,-0.04,0,2.664,0.0216,-0.0432,0,,,,,,,,,,,,,,,,,,,,,251.2,7.9,-10.8,0,,,,,,,,,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,,6400,100,,0,1.31,0.05,-0.12,0,1.24,0.06,-0.11,0,0,0.2,-0.2,0,[M/H],,,,,4.25,0.05,-0.05,0,,,,,0.78,0.21,-0.07,0,13.4,1.5,,0,,,,,-5.49,0.01,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312,18.61112,64.17496,58.69469,283.57273,22.5756189,0.0489508,-0.0489508,-6.06885,0.0415104,-0.0415104,-21.7446,0.0494834,-0.0494834,231.161,1.648,-1.625,4.29737,0.0303966,-0.0303966,11.07,0.104,-0.104,10.632,0.007,-0.007,9.603,0.02,-0.02,9.407,0.014,-0.014,9.361,0.015,-0.015,,,,,,,,,,,,,,,,9.32,0.023,-0.023,9.338,0.021,-0.021,9.331,0.03,-0.03,8.875,0.37,-0.37,10.4525,0.000267,-0.000267,,,,10.1058,0.006,-0.006,,,,4/25/2018,2008-04,12/8/2016,4,32,3,0,6,0
WASP-3 b,WASP-3,b,,,TIC 27848472,Gaia DR2 2095108312831835648,0,3,1,0,0,Transit,2007,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,2008-04,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...94C/abstract target=ref> Christiansen et al. 2011 </a>,1.8468373,0.0000014,-0.0000014,0,,,,,15.524,0.673,-0.673,0,1.385,0.06,-0.06,0,559.36,25.43,-44.49,0,1.76,0.08,-0.14,0,,,,,,,,,,,,,,,,,559.36,25.43,-44.49,0,1.76,0.08,-0.14,0,Mass,,,,,0,,,0,,,,,,,,,84.15,0.16,-0.16,0,2454686.821,0.00039,-0.00039,0,BJD,0,,,,,,,,,2.7883,0.0217,-0.0217,0,5.0277,0.8478,-0.634,0,0.1051,0.0124,-0.0124,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...94C/abstract target=ref> Christiansen et al. 2011 </a>,,,,,,1.35,0.06,-0.06,0,1.24,0.06,-0.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312,18.61112,64.17496,58.69469,283.57273,22.5756189,0.0489508,-0.0489508,-6.06885,0.0415104,-0.0415104,-21.7446,0.0494834,-0.0494834,231.161,1.648,-1.625,4.29737,0.0303966,-0.0303966,11.07,0.104,-0.104,10.632,0.007,-0.007,9.603,0.02,-0.02,9.407,0.014,-0.014,9.361,0.015,-0.015,,,,,,,,,,,,,,,,9.32,0.023,-0.023,9.338,0.021,-0.021,9.331,0.03,-0.03,8.875,0.37,-0.37,10.4525,0.000267,-0.000267,,,,10.1058,0.006,-0.006,,,,4/25/2018,2011-01,2/26/2015,4,32,3,0,6,0
WASP-3 b,WASP-3,b,,,TIC 27848472,Gaia DR2 2095108312831835648,0,3,1,0,0,Transit,2007,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,2008-04,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,1.84683511,0.00000013,-0.00000013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455554.833,0.00007,-0.00007,0,BJD-TDB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,,6400,100,,0,1.31,0.05,-0.12,0,1.24,0.06,-0.11,0,0,0.2,-0.2,0,[M/H],,,,,4.25,0.05,-0.05,0,,,,,0.78,0.21,-0.07,0,13.4,1.5,,0,,,,,-5.49,0.01,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312,18.61112,64.17496,58.69469,283.57273,22.5756189,0.0489508,-0.0489508,-6.06885,0.0415104,-0.0415104,-21.7446,0.0494834,-0.0494834,231.161,1.648,-1.625,4.29737,0.0303966,-0.0303966,11.07,0.104,-0.104,10.632,0.007,-0.007,9.603,0.02,-0.02,9.407,0.014,-0.014,9.361,0.015,-0.015,,,,,,,,,,,,,,,,9.32,0.023,-0.023,9.338,0.021,-0.021,9.331,0.03,-0.03,8.875,0.37,-0.37,10.4525,0.000267,-0.000267,,,,10.1058,0.006,-0.006,,,,1/24/2022,2022-02,1/24/2022,4,32,3,0,6,0
WASP-33 b,WASP-33,b,HD 15082,HIP 11397,TIC 129979528,Gaia DR2 328636019723252096,0,2,1,0,0,Transit,2010,<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>,2010-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,1,0,0,0,0,Published Confirmed,0,<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>,1.2198669,0.0000012,-0.0000012,0,0.02555,0.00017,-0.00017,0,16.78,0.504,-0.504,0,1.497,0.045,-0.045,0,1303,,,1,4.1,,,1,,,,,,,,,,,,,,,,,1303,,,1,4.1,,,1,Mass,,,,,,,,,,,,,,,,,87.67,1.81,-1.81,0,2454163.224,0.00026,-0.00026,0,HJD,0,0.155,0.1,-0.12,0,1.372,,,0,,,,,3.7879,0.0836,-0.0801,0,0.1066,0.0009,-0.0009,0,,,,,,,,,,,,,590,,,1,251.2,1,-1,0,,,,,<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>,,7430,100,,0,1.44,0.03,,0,1.5,0.03,,0,,,,,,,,,,,,,,,,,,,,,,90,10,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,-21.55688,143.09688,21.75524,46.81985,9.0298956,0.1047653,-0.1047653,-0.976046,0.118284,-0.118284,-8.97699,0.104595,-0.104595,121.944,0.998,-0.983,8.17244,0.0661056,-0.0661056,8.412,0.027,-0.027,8.14,0.03,-0.03,7.581,0.021,-0.021,7.516,0.024,-0.024,7.468,0.024,-0.024,,,,,,,,,,,,,,,,7.383,0.036,-0.036,7.443,0.02,-0.02,7.467,0.019,-0.019,7.254,0.113,-0.113,8.07004,0.000433,-0.000433,,,,7.87611,0.0063,-0.0063,,,,7/8/2019,2010-09,5/14/2014,3,1,1,0,111,32
WASP-33 b,WASP-33,b,HD 15082,HIP 11397,TIC 129979528,Gaia DR2 328636019723252096,0,2,1,0,0,Transit,2010,<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>,2010-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,1,0,0,0,0,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,1.21987016,0.00014,-0.00014,0,0.0259,0.0005,-0.0005,0,18.82,0.213,-0.336,0,1.679,0.019,-0.03,0,1042.4824,232.0159,-232.0159,0,3.28,0.73,-0.73,0,,,,,,,,,,,,,,,,,1042.4824,232.0159,-232.0159,0,3.28,0.73,-0.73,0,Mass,0.86,0.19,-0.19,0,0,,,0,,,,,2723,37,-37,0,86.2,0.2,-0.2,0,2452984.83,0.0003,-0.0003,0,,0,,,,,,,,,,,,,,,,,0.1143,0.0002,-0.0002,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,7430,,,0,,,,,,,,,0.1,,,0,[Fe/H],,,,,4.3,,,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,-21.55688,143.09688,21.75524,46.81985,9.0298956,0.1047653,-0.1047653,-0.976046,0.118284,-0.118284,-8.97699,0.104595,-0.104595,121.944,0.998,-0.983,8.17244,0.0661056,-0.0661056,8.412,0.027,-0.027,8.14,0.03,-0.03,7.581,0.021,-0.021,7.516,0.024,-0.024,7.468,0.024,-0.024,,,,,,,,,,,,,,,,7.383,0.036,-0.036,7.443,0.02,-0.02,7.467,0.019,-0.019,7.254,0.113,-0.113,8.07004,0.000433,-0.000433,,,,7.87611,0.0063,-0.0063,,,,7/8/2019,2016-06,4/28/2016,3,1,1,0,111,32
WASP-33 b,WASP-33,b,HD 15082,HIP 11397,TIC 129979528,Gaia DR2 328636019723252096,0,2,1,0,0,Transit,2010,<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>,2010-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,1,0,0,0,0,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.21986983,0.00000045,-0.00000045,0,,,,,17.934,0.673,-0.673,0,1.6,0.06,-0.06,0,371.8611,368.6828,-368.6828,0,1.17,1.16,-1.16,0,,,,,,,,,,,,,,,,,371.8611,368.6828,-368.6828,0,1.17,1.16,-1.16,0,Mass,,,,,0,,,0,,,,,,,,,87.67,1.81,-1.81,0,,,,,,0,,,,,1.1,0.019,-0.019,0,,,,,3.81,0.11,-0.11,0,,,,,,,,,,,,,,,,,0,295,-295,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,7308,71,-71,0,1.55,0.05,-0.05,0,1.85,0.25,-0.25,0,0,,,0,[Fe/H],,,,,4.5,,,0,,,,,0.7,0.06,-0.06,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,-21.55688,143.09688,21.75524,46.81985,9.0298956,0.1047653,-0.1047653,-0.976046,0.118284,-0.118284,-8.97699,0.104595,-0.104595,121.944,0.998,-0.983,8.17244,0.0661056,-0.0661056,8.412,0.027,-0.027,8.14,0.03,-0.03,7.581,0.021,-0.021,7.516,0.024,-0.024,7.468,0.024,-0.024,,,,,,,,,,,,,,,,7.383,0.036,-0.036,7.443,0.02,-0.02,7.467,0.019,-0.019,7.254,0.113,-0.113,8.07004,0.000433,-0.000433,,,,7.87611,0.0063,-0.0063,,,,7/8/2019,2017-03,12/6/2018,3,1,1,0,111,32
WASP-33 b,WASP-33,b,HD 15082,HIP 11397,TIC 129979528,Gaia DR2 328636019723252096,0,2,1,0,0,Transit,2010,<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>,2010-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,1,0,0,0,0,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810L..23J/abstract target=ref>Johnson et al. 2015</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.695,0.031,-0.029,0,2456934.771,0.00059,-0.00059,0,BJD,0,0.084,0.002,-0.0019,0,,,,,2.8512,0.00792,-0.00792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7308,132.99,-109.48,0,1.6,0.06,-0.05,0,1.65,0.35,-0.19,0,,,,,,0.819,0.018,-0.016,0,4.25,0.1,-0.07,0,,,,,0.5664,0.1526,-0.0916,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,-21.55688,143.09688,21.75524,46.81985,9.0298956,0.1047653,-0.1047653,-0.976046,0.118284,-0.118284,-8.97699,0.104595,-0.104595,121.944,0.998,-0.983,8.17244,0.0661056,-0.0661056,8.412,0.027,-0.027,8.14,0.03,-0.03,7.581,0.021,-0.021,7.516,0.024,-0.024,7.468,0.024,-0.024,,,,,,,,,,,,,,,,7.383,0.036,-0.036,7.443,0.02,-0.02,7.467,0.019,-0.019,7.254,0.113,-0.113,8.07004,0.000433,-0.000433,,,,7.87611,0.0063,-0.0063,,,,7/8/2019,2015-09,1/28/2016,3,1,1,0,111,32
WASP-33 b,WASP-33,b,HD 15082,HIP 11397,TIC 129979528,Gaia DR2 328636019723252096,0,2,1,0,0,Transit,2010,<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>,2010-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1,0,0,1,0,1,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.21986786,0.00001601,-0.00001601,0,,,,,19.178,0.704,-0.704,0,1.711,0.063,-0.063,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9391.74,,,0,2511,,,0,,,,,2458791.414,0.000169,-0.000169,0,BJD,0,,,,,1.347481,0.013382,-0.013382,0,2.8602527,0.0074581,-0.0074581,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,7398.5,157.7,-157.7,0,1.6,0.06,-0.06,0,,,,,,,,,,,,,,4.25,0.08,-0.08,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,-21.55688,143.09688,21.75524,46.81985,9.0298956,0.1047653,-0.1047653,-0.976046,0.118284,-0.118284,-8.97699,0.104595,-0.104595,121.944,0.998,-0.983,8.17244,0.0661056,-0.0661056,8.412,0.027,-0.027,8.14,0.03,-0.03,7.581,0.021,-0.021,7.516,0.024,-0.024,7.468,0.024,-0.024,,,,,,,,,,,,,,,,7.383,0.036,-0.036,7.443,0.02,-0.02,7.467,0.019,-0.019,7.254,0.113,-0.113,8.07004,0.000433,-0.000433,,,,7.87611,0.0063,-0.0063,,,,8/8/2022,2017-07,8/8/2022,3,1,1,0,111,32
