pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
HD 102365 b,HD 102365,b,HD 102365,HIP 57443,TIC 454082369,Gaia DR2 5381537023379295232,1,2,1,0,0,Radial Velocity,2010,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,2011-02,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,122.1,0.3,-0.3,0,0.46,0.04,-0.04,0,,,,,,,,,,,,,,,,,16,2.6,-2.6,0,0.05,0.008,-0.008,0,,,,,,,,,16,2.6,-2.6,0,0.05,0.008,-0.008,0,Msini,,,,,0.34,0.14,-0.14,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2450129,11,-11,0,105,22,-22,0,2.3,0.35,-0.35,0,,,,,,,,,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,,5630,,,0,,,,,0.85,,,0,-0.26,,,0,[Fe/H],,,,,4.57,,,0,9,3,-3,0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m28.99s,176.6208003,-40d29m55.04s,-40.4986211,20.70994,289.79179,-37.8553,195.96766,1582.703504,0.2114054,-0.2114054,-1530.56,0.214483,-0.214483,402.91,0.160555,-0.160555,9.2894,0.01424,-0.0142,107.621,0.163553,-0.163553,5.549,0.02,-0.02,4.89,0.03,-0.03,3.931,0.276,-0.276,3.49,0.238,-0.238,3.489,0.278,-0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71107,0.0029997,-0.0029997,,,,4.2702,0.0067,-0.0067,,,,5/14/2014,2011-02,5/14/2014,3,1,1,0,0,0
HD 102956 b,HD 102956,b,HD 102956,HIP 57820,TIC 137810576,Gaia DR2 845335158256083584,1,2,1,0,0,Radial Velocity,2010,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721L.153J/abstract target=ref> Johnson et al. 2010 </a>,2010-10,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,6.4947,0.00019,-0.00019,0,0.0807,0.0073,-0.0073,0,,,,,,,,,,,,,,,,,305.1168,7.31009,-7.31009,0,0.96,0.023,-0.023,0,,,,,,,,,305.1168,7.31009,-7.31009,0,0.96,0.023,-0.023,0,Msini,,,,,0.037,0.019,-0.019,0,,,,,,,,,,,,,,,,,JD,0,,,,,,,,,,,,,,,,,,,,,,,,,2455351.45,0.64,-0.64,0,301,33,-33,0,74.6,1.8,-1.8,0,,,,,,,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4985,,,0,4.55,,,0,1.66,,,0,,,,,,,,,,3.38,,,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m22.49s,177.8436988,+57d38m26.37s,57.6406584,57.69918,137.97253,50.08471,146.46475,21.3439043,0.0491734,-0.0491734,-12.1073,0.0489508,-0.0489508,-17.5777,0.0492786,-0.0492786,121.89,0.4345,-0.4345,8.17528,0.0290369,-0.0290369,8.824,0.02,-0.02,7.86,0.03,-0.03,6.214,0.02,-0.02,5.767,0.02,-0.02,5.663,0.02,-0.02,,,,,,,,,,,,,,,,5.613,0.173,-0.173,5.572,0.055,-0.055,5.64,0.014,-0.014,5.616,0.037,-0.037,7.60844,0.000384,-0.000384,,,,7.03923,0.0061,-0.0061,,,,12/3/2018,2019-04,12/6/2018,1,1,0,1,0,0
HD 102956 b,HD 102956,b,HD 102956,HIP 57820,TIC 137810576,Gaia DR2 845335158256083584,0,2,1,0,0,Radial Velocity,2010,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721L.153J/abstract target=ref> Johnson et al. 2010 </a>,2010-10,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721L.153J/abstract target=ref> Johnson et al. 2010 </a>,6.495,0.0004,-0.0004,0,0.081,0.002,-0.002,0,,,,,,,,,,,,,,,,,305.1,15.89,-15.89,0,0.96,0.05,-0.05,0,,,,,,,,,305.1,15.89,-15.89,0,0.96,0.05,-0.05,0,Msini,,,,,0.048,0.027,-0.027,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3.953,0.032,-0.031,0,,,,,,,,,2455346,0.7,-0.7,0,12,40,-40,0,73.7,1.9,-1.9,0,,,,,,,,,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721L.153J/abstract target=ref> Johnson et al. 2010 </a>,,5054,44,-44,0,4.4,0.1,-0.1,0,1.68,0.11,-0.11,-1,0.19,0.04,-0.04,0,[Fe/H],1.064,0.018,-0.019,0,3.5,0.06,-0.06,0,2.3,0.5,-0.5,1,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m22.49s,177.8436988,+57d38m26.37s,57.6406584,57.69918,137.97253,50.08471,146.46475,21.3439043,0.0491734,-0.0491734,-12.1073,0.0489508,-0.0489508,-17.5777,0.0492786,-0.0492786,121.89,0.4345,-0.4345,8.17528,0.0290369,-0.0290369,8.824,0.02,-0.02,7.86,0.03,-0.03,6.214,0.02,-0.02,5.767,0.02,-0.02,5.663,0.02,-0.02,,,,,,,,,,,,,,,,5.613,0.173,-0.173,5.572,0.055,-0.055,5.64,0.014,-0.014,5.616,0.037,-0.037,7.60844,0.000384,-0.000384,,,,7.03923,0.0061,-0.0061,,,,12/3/2018,2010-10,5/14/2014,1,1,0,1,0,0
HD 102956 b,HD 102956,b,HD 102956,HIP 57820,TIC 137810576,Gaia DR2 845335158256083584,0,2,1,0,0,Radial Velocity,2010,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721L.153J/abstract target=ref> Johnson et al. 2010 </a>,2010-10,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6.4948,0.0004,-0.0004,0,0.08,0,0,0,,,,,,,,,,,,,,,,,292.4036,22.2481,-22.2481,0,0.92,0.07,-0.07,0,,,,,,,,,292.4036,22.2481,-22.2481,0,0.92,0.07,-0.07,0,Msini,,,,,0.05,0.03,-0.03,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,1.9,-1.9,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4994,15,-15,0,4.41,0.15,-0.15,0,1.59,0.18,-0.18,0,0.13,,,0,[Fe/H],,,,,3.35,0.04,-0.04,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m22.49s,177.8436988,+57d38m26.37s,57.6406584,57.69918,137.97253,50.08471,146.46475,21.3439043,0.0491734,-0.0491734,-12.1073,0.0489508,-0.0489508,-17.5777,0.0492786,-0.0492786,121.89,0.4345,-0.4345,8.17528,0.0290369,-0.0290369,8.824,0.02,-0.02,7.86,0.03,-0.03,6.214,0.02,-0.02,5.767,0.02,-0.02,5.663,0.02,-0.02,,,,,,,,,,,,,,,,5.613,0.173,-0.173,5.572,0.055,-0.055,5.64,0.014,-0.014,5.616,0.037,-0.037,7.60844,0.000384,-0.000384,,,,7.03923,0.0061,-0.0061,,,,12/3/2018,2017-03,9/6/2018,1,1,0,1,0,0
HD 103774 b,HD 103774,b,HD 103774,HIP 58263,TIC 180205814,Gaia DR2 3574907305749250432,1,2,1,0,0,Radial Velocity,2013,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,2013-03,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,5.8881,0.0005,-0.0005,0,0.07,0.001,-0.001,0,,,,,,,,,,,,,,,,,116,7,-7,0,0.367,0.022,-0.022,0,,,,,,,,,116,7,-7,0,0.367,0.022,-0.022,0,Msini,,,,,0.09,0.04,-0.04,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2455675.4,2,-2,0,-42,64,-64,0,34.3,1.8,-1.8,0,,,,,,,,,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,F5 V,6489,77,-77,0,,,,,1.33,0.03,-0.03,0,0.28,0.06,-0.06,0,[Fe/H],0.544,0.036,-0.039,0,4.26,0.13,-0.13,0,1.05,0.64,-0.64,0,,,,,8.1,,,0,,,,,-3.05,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h56m55.46s,179.2310729,-12d06m28.78s,-12.1079951,48.59416,282.54664,-11.40049,184.17679,126.504473,0.0936144,-0.0936144,-124.888,0.094608,-0.094608,-20.1586,0.0398199,-0.0398199,56.4089,0.1785,-0.1774,17.699,0.0555117,-0.0555117,7.611,0.025,-0.025,7.13463,0.023,-0.023,6.269,0.018,-0.018,6.112,0.049,-0.049,6,0.02,-0.02,,,,,,,,,,,,,,,,5.929,0.12,-0.12,5.838,0.043,-0.043,6.017,0.016,-0.016,5.943,0.053,-0.053,7.00938,0.00017,-0.00017,,,,6.6793,0.006,-0.006,,,,5/14/2014,2013-03,5/14/2014,1,1,0,0,0,0
HD 106515 A b,HD 106515 A,b,HD 106515 A,HIP 59743 A,TIC 176940023,Gaia DR2 3584074376569429248,0,2,1,0,0,Radial Velocity,2012,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,1,0,0,0,1,0,0,0,0,0,Published Confirmed,0,<a refstr=SAFFE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..39S/abstract target=ref>Saffe et al. 2019</a>,,,,,,,,,,,,,,,,,,,,,,,,,2885.8964,63.566,-63.566,0,9.08,0.2,-0.2,0,,,,,,,,,2885.8964,63.566,-63.566,0,9.08,0.2,-0.2,0,Msini,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=SAFFE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..39S/abstract target=ref>Saffe et al. 2019</a>,,5364,57,-57,0,0.91,0.01,-0.01,0,0.89,0.02,-0.02,0,0.016,0.009,-0.009,0,[Fe/H],,,,,4.39,0.18,-0.18,0,9.233,2.133,-2.133,0,1.66,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m06.30s,183.7762699,-07d15m27.15s,-7.2575413,54.50662,287.28411,-5.15883,186.35227,256.7719349,0.1155026,-0.1155026,-251.577,0.116747,-0.116747,-51.3891,0.0800902,-0.0800902,34.0915,0.0856,-0.0851,29.3041,0.0728874,-0.0728874,8.793,0.029,-0.029,7.971,0.002,-0.002,6.585,0.024,-0.024,6.218,0.046,-0.046,6.151,0.026,-0.026,,,,,,,,,,,,,,,,6.321,0.317,-0.317,6.088,0.069,-0.069,6.208,0.02,-0.02,6.092,0.072,-0.072,7.7777,0.000233,-0.000233,,,,7.282,0.006,-0.006,7.78,,,6/24/2019,2019-05,6/27/2019,3,1,0,0,0,0
HD 106515 A b,HD 106515 A,b,HD 106515 A,HIP 59743 A,TIC 176940023,Gaia DR2 3584074376569429248,1,2,1,0,0,Radial Velocity,2012,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,1,0,0,0,1,0,0,0,0,0,Published Confirmed,0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,3630,12,-12,0,4.59,0.01,-0.01,0,,,,,,,,,,,,,,,,,3054.22,44.49,-44.49,0,9.61,0.14,-0.14,0,,,,,,,,,3054.22,44.49,-44.49,0,9.61,0.14,-0.14,0,Msini,,,,,0.572,0.011,-0.011,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2451803.8,8.3,-8.3,0,123.8,2.5,-2.5,0,158.2,2.6,-2.6,0,,,,,,,,,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,G5,5362,29,-29,0,1.62,0.05,-0.05,0,0.97,0.01,-0.01,0,0.03,0.02,-0.02,0,[Fe/H],0.09,,,0,4.41,0.04,-0.04,0,11.7,0.2,-0.2,0,,,,,1,,,1,,,,,20.81,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m06.30s,183.7762699,-07d15m27.15s,-7.2575413,54.50662,287.28411,-5.15883,186.35227,256.7719349,0.1155026,-0.1155026,-251.577,0.116747,-0.116747,-51.3891,0.0800902,-0.0800902,34.0915,0.0856,-0.0851,29.3041,0.0728874,-0.0728874,8.793,0.029,-0.029,7.971,0.002,-0.002,6.585,0.024,-0.024,6.218,0.046,-0.046,6.151,0.026,-0.026,,,,,,,,,,,,,,,,6.321,0.317,-0.317,6.088,0.069,-0.069,6.208,0.02,-0.02,6.092,0.072,-0.072,7.7777,0.000233,-0.000233,,,,7.282,0.006,-0.006,7.78,,,5/14/2014,2013-03,5/14/2014,3,1,0,0,0,0
HD 106515 A b,HD 106515 A,b,HD 106515 A,HIP 59743 A,TIC 176940023,Gaia DR2 3584074376569429248,0,2,1,0,0,Radial Velocity,2012,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,1,0,0,0,1,0,0,0,0,0,Published Confirmed,0,<a refstr=LI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..266L/abstract target=ref>Li et al. 2021</a>,3626,11,-12,0,4.48,0.05,-0.05,0,,,,,,,,,6006.95689,476.74261,-444.95977,0,18.9,1.5,-1.4,0,2939.91276,79.4571,-79.4571,0,9.25,0.25,-0.25,0,,,,,,,,,6006.95689,476.74261,-444.95977,0,18.9,1.5,-1.4,0,Mass,,,,,0.571,0.012,-0.012,0,,,,,,,,,29.2,2.4,-2.2,0,,,,,JD,0,,,,,,,,,,,,,,,,,,,,,,,,,2455435.8,8.7,-8.5,0,124.1,2.6,-2.5,0,,,,,,,,,,,,,<a refstr=LI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..266L/abstract target=ref>Li et al. 2021</a>,G5 V,,,,,,,,,0.89,0.03,-0.03,0,0.03,0.1,-0.1,0,[Fe/H],-0.164,0.011,-0.012,0,,,,,8.2,2.7,-2.1,0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m06.30s,183.7762699,-07d15m27.15s,-7.2575413,54.50662,287.28411,-5.15883,186.35227,256.7719349,0.1155026,-0.1155026,-251.577,0.116747,-0.116747,-51.3891,0.0800902,-0.0800902,34.0915,0.0856,-0.0851,29.3041,0.0728874,-0.0728874,8.793,0.029,-0.029,7.971,0.002,-0.002,6.585,0.024,-0.024,6.218,0.046,-0.046,6.151,0.026,-0.026,,,,,,,,,,,,,,,,6.321,0.317,-0.317,6.088,0.069,-0.069,6.208,0.02,-0.02,6.092,0.072,-0.072,7.7777,0.000233,-0.000233,,,,7.282,0.006,-0.006,7.78,,,6/27/2022,2021-12,6/27/2022,3,1,0,0,0,0
HD 107148 b,HD 107148,b,HD 107148,HIP 60081,TIC 66666079,Gaia DR2 3693358861640279296,0,2,2,0,0,Radial Velocity,2005,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,2006-07,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,77.181,0.023,-0.024,0,0.3668,0.0046,-0.0049,0,,,,,,,,,,,,,,,,,64.51917,4.4496,-4.76743,0,0.203,0.014,-0.015,0,,,,,,,,,64.51917,4.4496,-4.76743,0,0.203,0.014,-0.015,0,Msini,,,,,0.174,0.071,-0.075,0,,,,,,,,,,,,,2456091.9,2.3,-2.2,0,BJD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,18,-30,0,9.22,0.6,-0.64,0,,,,,,,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5752.92,86.22,-86.22,0,1.17,0.03,-0.03,0,1.11,0.04,-0.04,0,0.296,0.058,-0.058,0,[Fe/H],,,,,4.35,0.03,-0.03,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h19m13.43s,184.8059773,-03d19m11.97s,-3.3199927,58.57514,287.37149,-1.13814,185.72738,72.4419017,0.0920199,-0.0920199,-54.7866,0.108195,-0.108195,-47.3947,0.0643446,-0.0643446,49.4156,0.116,-0.1154,20.2077,0.0470411,-0.0470411,8.687,0,0,8.01,0.03,-0.03,6.858,0.023,-0.023,6.604,0.046,-0.046,6.474,0.027,-0.027,,,,,,,,,,,,,,,,6.475,0.077,-0.077,6.437,0.023,-0.023,6.498,0.015,-0.015,6.418,0.064,-0.064,7.85111,0.000291,-0.000291,,,,7.4142,0.006,-0.006,8.427,,,9/20/2021,2021-07,9/20/2021,2,1,1,1,0,0
HD 107148 b,HD 107148,b,HD 107148,HIP 60081,TIC 66666079,Gaia DR2 3693358861640279296,1,2,2,0,0,Radial Velocity,2005,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,2006-07,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,48.056,0.057,-0.057,0,0.269,0.016,-0.016,0,,,,,,,,,,,,,,,,,66.741,11.441,-11.441,0,0.21,0.036,-0.036,0,,,,,,,,,66.741,11.441,-11.441,0,0.21,0.036,-0.036,0,Msini,,,,,0.05,0.17,-0.17,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2439969,12,-12,0,75,,,0,10.9,2,-2,0,,,,,,,,,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5797,,,0,,,,,1.12,,,0,0.314,,,0,[Fe/H],,,,,4.45,,,0,,,,,,,,,0.73,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h19m13.43s,184.8059773,-03d19m11.97s,-3.3199927,58.57514,287.37149,-1.13814,185.72738,72.4419017,0.0920199,-0.0920199,-54.7866,0.108195,-0.108195,-47.3947,0.0643446,-0.0643446,49.4156,0.116,-0.1154,20.2077,0.0470411,-0.0470411,8.687,0,0,8.01,0.03,-0.03,6.858,0.023,-0.023,6.604,0.046,-0.046,6.474,0.027,-0.027,,,,,,,,,,,,,,,,6.475,0.077,-0.077,6.437,0.023,-0.023,6.498,0.015,-0.015,6.418,0.064,-0.064,7.85111,0.000291,-0.000291,,,,7.4142,0.006,-0.006,8.427,,,5/14/2014,2006-07,5/14/2014,2,1,1,1,0,0
